id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1329110026775130114,1329110026775130114,2020-11-18 12:11:38 EST,2020-11-18,12:11:38,-0500,2422703600,swingtradebot,SwingTradeBot,,Rose Above Previous Day's High today: $BUR $RMCF $PEB $VMO $FIV $HIE $JIH $TPRE $CCC $PRGO $RPAI $AB $VSTA $TYG $AVB $NRT $NWLI $KFYP $PBB $CNI ...  https://t.co/TBYRpvrFqi,en,[],['https://swingtradebot.com/alerts/42-rose-above-previous-day-s-high'],[],0,0,0,[],"['bur', 'rmcf', 'peb', 'vmo', 'fiv', 'hie', 'jih', 'tpre', 'ccc', 'prgo', 'rpai', 'ab', 'vsta', 'tyg', 'avb', 'nrt', 'nwli', 'kfyp', 'pbb', 'cni']",https://twitter.com/SwingTradeBot/status/1329110026775130114,False,,0,,,,,,,,[],,,,
1327309884136828932,1327309884136828932,2020-11-13 12:58:31 EST,2020-11-13,12:58:31,-0500,1032577378889936899,shortics_com,Shortics.com,,1.2% (down from 1.23%) of BURFORD CAPITAL LIMITED (UK) is now shorted by GLADSTONE CAPITAL MANAGEMENT LLP. More info on  https://t.co/h6jVU5kiHN #burfordcapitallimited $BUR,en,[],['https://shortics.com/burford%20capital%20limited'],[],0,0,0,['burfordcapitallimited'],['bur'],https://twitter.com/Shortics_com/status/1327309884136828932,False,,0,,,,,,,,[],,,,
1327293907114352640,1327293907114352640,2020-11-13 11:55:02 EST,2020-11-13,11:55:02,-0500,919909766440345600,shortdatauk,ShortDataUK 📉,,Gladstone Capital Management LLP new short position in Burford Capital Limited at 1.20% #BUR $BUR #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #NewShort  https://t.co/vM411LdLkR,en,[],['https://www.shortdata.co.uk'],[],0,1,2,"['bur', 'lse', 'stockmarket', 'stocks', 'shares', 'business', 'markets', 'trading', 'news', 'newshort']",['bur'],https://twitter.com/shortdatauk/status/1327293907114352640,False,,0,,,,,,,,[],,,,
1326624434543849472,1326624434543849472,2020-11-11 15:34:47 EST,2020-11-11,15:34:47,-0500,2422703600,swingtradebot,SwingTradeBot,,Rose Above Previous Day's High today: $IEF $SINT $CRBP $DJD $VMBS $LOWC $BUR $NMM ...  https://t.co/TBYRpvrFqi,en,[],['https://swingtradebot.com/alerts/42-rose-above-previous-day-s-high'],[],0,0,0,[],"['ief', 'sint', 'crbp', 'djd', 'vmbs', 'lowc', 'bur', 'nmm']",https://twitter.com/SwingTradeBot/status/1326624434543849472,False,,0,,,,,,,,[],,,,
1324759235746562051,1324759235746562051,2020-11-06 12:03:09 EST,2020-11-06,12:03:09,-0500,2422703600,swingtradebot,SwingTradeBot,,Rose Above Previous Day's High today: $ICL $IFRX $IID $IIF $MKSI $PPC $RDVT $OMFS $INTG $QGEN $FLEX $BUR $BUI $BXP $CBD $DFP $DESP $ELS $MMAC $GDV ...  https://t.co/TBYRpvrFqi,en,[],['https://swingtradebot.com/alerts/42-rose-above-previous-day-s-high'],[],0,0,1,[],"['icl', 'ifrx', 'iid', 'iif', 'mksi', 'ppc', 'rdvt', 'omfs', 'intg', 'qgen', 'flex', 'bur', 'bui', 'bxp', 'cbd', 'dfp', 'desp', 'els', 'mmac', 'gdv']",https://twitter.com/SwingTradeBot/status/1324759235746562051,False,,0,,,,,,,,[],,,,
1324422770206203905,1324422770206203905,2020-11-05 13:46:09 EST,2020-11-05,13:46:09,-0500,1068561714055012352,edgarinsider,SEC.report,,A Form 6-K  filing has been made with the SEC:  $BUR $BRFRF Burford Capital Ltd   https://t.co/vvrMRVg0K5,en,[],['https://sec.report/Document/0001104659-20-121715/'],[],0,0,1,[],"['bur', 'brfrf']",https://twitter.com/EdgarInsider/status/1324422770206203905,False,,0,,,,,,,,[],,,,
1324420670957170688,1324420670957170688,2020-11-05 13:37:49 EST,2020-11-05,13:37:49,-0500,1069693680066420736,flashalert_me,Flash Alert,,"$BUR [15s. delayed] filed form 6-K on November 05, 13:36:57  https://t.co/gcvf7kx0vX",en,[],['https://s.flashalert.me/0Wavx'],[],0,0,0,[],['bur'],https://twitter.com/FlashAlert_me/status/1324420670957170688,False,,0,,,,,,,,[],,,,
1324365923659190272,1324365923659190272,2020-11-05 10:00:16 EST,2020-11-05,10:00:16,-0500,1643921814,ibarty59,Yogya59,,$BUR - Burford Capital Limited Notification of transactions by PDMRs  https://t.co/Y10nGniq0a,en,[],['http://uk.advfn.com/stock-market/london/BUR/share-news/Burford-Capital-Limited-Notification-of-transactio/83615847?adw=1126416'],[],0,0,0,[],['bur'],https://twitter.com/ibarty59/status/1324365923659190272,False,,0,,,,,,,,[],,,,
1324159736145604608,1324159736145604608,2020-11-04 20:20:57 EST,2020-11-04,20:20:57,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Unusual Volume 11/4/20 $FSR $STRT $BUR $VHC $VJET $GSEW $BSCP $FLOT $FXZ $BLRX $PLAT $SCHC $SPCB $CVA $BTU $SPDN $UST $FRBA $TZAC $KOL $CYB $GCC $TCDA $FALN $JKE $TAIL $YCS $GIX $PCF $RDCM $QYLG $LAIX $RARE $GSG $DBP $KROS $XMPT $CBNK $PAVE $JHMC $IX $BRLI $TYD $IQDG $SII $UNL,und,[],[],[],0,0,0,[],"['fsr', 'strt', 'bur', 'vhc', 'vjet', 'gsew', 'bscp', 'flot', 'fxz', 'blrx', 'plat', 'schc', 'spcb', 'cva', 'btu', 'spdn', 'ust', 'frba', 'tzac', 'kol', 'cyb', 'gcc', 'tcda', 'faln', 'jke', 'tail', 'ycs', 'gix', 'pcf', 'rdcm', 'qylg', 'laix', 'rare', 'gsg', 'dbp', 'kros', 'xmpt', 'cbnk', 'pave', 'jhmc', 'ix', 'brli', 'tyd', 'iqdg', 'sii', 'unl']",https://twitter.com/starcevic_alex/status/1324159736145604608,False,,0,,,,,,,,[],,,,
1324156083514994695,1324156083514994695,2020-11-04 20:06:26 EST,2020-11-04,20:06:26,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Top Loser 10/2/20 $OLLI $MKGI $CODA $WEI $KLDO $BUR $KBNT $APOP $XONE $AVID $IPOB $WRN $LXRX $BSGM $LOVE $CNCE $NWGI $HOFV $MDLA $INVA $IBIO $MOHO $CAPL $KZR $PHCF $REKR $REPH $ACCD,in,[],[],[],0,0,0,[],"['olli', 'mkgi', 'coda', 'wei', 'kldo', 'bur', 'kbnt', 'apop', 'xone', 'avid', 'ipob', 'wrn', 'lxrx', 'bsgm', 'love', 'cnce', 'nwgi', 'hofv', 'mdla', 'inva', 'ibio', 'moho', 'capl', 'kzr', 'phcf', 'rekr', 'reph', 'accd']",https://twitter.com/starcevic_alex/status/1324156083514994695,False,,0,,,,,,,,[],,,,
1322656817923514368,1322656817923514368,2020-10-31 17:48:53 EDT,2020-10-31,17:48:53,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Unusual Volume 10/30/20 $SII $SYLD $TWTR $RNLC $NUVA $TRTY $JW-A $DGNR $BUR $OZK $COLM $GSIT $UBT $BBW $BROG $JPIN $AXGT $ROMO $PLT $ACHC $BCML $NMR $GNRS $EWRE $ESML $KFYP $XVZ $JT $BBIN $PLPC $PRO $NUSC $AMK $LOCO $XSMO $SCHO $FAB $FLTB $ADRE $LANDO $FLJP $MOO $EV $IJUL $RYI,in,[],[],[],0,0,0,[],"['sii', 'syld', 'twtr', 'rnlc', 'nuva', 'trty', 'jw', 'dgnr', 'bur', 'ozk', 'colm', 'gsit', 'ubt', 'bbw', 'brog', 'jpin', 'axgt', 'romo', 'plt', 'achc', 'bcml', 'nmr', 'gnrs', 'ewre', 'esml', 'kfyp', 'xvz', 'jt', 'bbin', 'plpc', 'pro', 'nusc', 'amk', 'loco', 'xsmo', 'scho', 'fab', 'fltb', 'adre', 'lando', 'fljp', 'moo', 'ev', 'ijul', 'ryi']",https://twitter.com/starcevic_alex/status/1322656817923514368,False,,0,,,,,,,,[],,,,
1322554567637168129,1322554567637168129,2020-10-31 11:02:35 EDT,2020-10-31,11:02:35,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Unusual Volume 10/29/20 $PINS $TGLS $HOV $QQXT $TIF $ALLK $INOV $BUR $ASEA $ICON $FCN $EPV $SYLD $BBRE $ITRN $IKNX $EEMX $FYLD $SPDN $DTD $EEMA $GAL $HYGH $SOLO $MVBF $ETAC $RPTX $MRVL $CRTO $PRGX $AVID $BXRX $KEMQ $DFE $KDNY $RWL $NOK $KALV $RARE $MGEN $ARYA $EMBD $SII $CASH,in,[],[],[],0,0,0,[],"['pins', 'tgls', 'hov', 'qqxt', 'tif', 'allk', 'inov', 'bur', 'asea', 'icon', 'fcn', 'epv', 'syld', 'bbre', 'itrn', 'iknx', 'eemx', 'fyld', 'spdn', 'dtd', 'eema', 'gal', 'hygh', 'solo', 'mvbf', 'etac', 'rptx', 'mrvl', 'crto', 'prgx', 'avid', 'bxrx', 'kemq', 'dfe', 'kdny', 'rwl', 'nok', 'kalv', 'rare', 'mgen', 'arya', 'embd', 'sii', 'cash']",https://twitter.com/starcevic_alex/status/1322554567637168129,False,,0,,,,,,,,[],,,,
1321816664959295489,1321816664959295489,2020-10-29 10:10:25 EDT,2020-10-29,10:10:25,-0500,2422703600,swingtradebot,SwingTradeBot,,New 52 Week Low today: $BUR $BXP $BAP $CIO $CLI $CVI $DEI $DEN $EURN $FCN $HE $INSW $JW.A $KOF $KRC $LPI $NOV $NWN $NYCB $PDM ...  https://t.co/0EM4q8YtyQ,en,[],['https://swingtradebot.com/alerts/26-new-52-week-low'],[],0,0,0,[],"['bur', 'bxp', 'bap', 'cio', 'cli', 'cvi', 'dei', 'den', 'eurn', 'fcn', 'he', 'insw', 'jw.a', 'kof', 'krc', 'lpi', 'nov', 'nwn', 'nycb', 'pdm']",https://twitter.com/SwingTradeBot/status/1321816664959295489,False,,0,,,,,,,,[],,,,
1321599258747756545,1321599258747756545,2020-10-28 19:46:32 EDT,2020-10-28,19:46:32,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Unusual Volume 10/27/20 $BSQR $OUSA $PJT $NETL $SGRP $MYD $TOKE $TGC $SWK $LEO $TRU $JKF $ACAM $TECB $STRT $RFCI $JEQ $WIFI $MXE $BUR,en,[],[],[],0,0,1,[],"['bsqr', 'ousa', 'pjt', 'netl', 'sgrp', 'myd', 'toke', 'tgc', 'swk', 'leo', 'tru', 'jkf', 'acam', 'tecb', 'strt', 'rfci', 'jeq', 'wifi', 'mxe', 'bur']",https://twitter.com/starcevic_alex/status/1321599258747756545,False,,0,,,,,,,,[],,,,
1321474372633300992,1321474372633300992,2020-10-28 11:30:16 EDT,2020-10-28,11:30:16,-0500,1184025479084331008,mehabecapital,Jeremy,,"(Heavy Volumes at 10x normal) $BUR(Burford Capital Limited) trading at $8.85, change today = -6.04%  https://t.co/xo6cxo5X49",en,[],[],['https://pbs.twimg.com/media/ElbR8IKXEAA_ERQ.png'],0,0,0,[],['bur'],https://twitter.com/mehabecapital/status/1321474372633300992,False,,1,https://pbs.twimg.com/media/ElbR8IKXEAA_ERQ.png,,,,,,,[],,,,
1321453809512624129,1321453809512624129,2020-10-28 10:08:34 EDT,2020-10-28,10:08:34,-0500,2422703600,swingtradebot,SwingTradeBot,,New 52 Week Low today: $AMTR $AACQ $BTWNU $CFIIU $ACND $BAMH $BUR $BCAT $BXP $CIO $ACTCU $ATRO $BAP $BQ $CLI $CAPAU $CVI $CXW $CPAA $EQC ...  https://t.co/0EM4q8YtyQ,ht,[],['https://swingtradebot.com/alerts/26-new-52-week-low'],[],0,0,0,[],"['amtr', 'aacq', 'btwnu', 'cfiiu', 'acnd', 'bamh', 'bur', 'bcat', 'bxp', 'cio', 'actcu', 'atro', 'bap', 'bq', 'cli', 'capau', 'cvi', 'cxw', 'cpaa', 'eqc']",https://twitter.com/SwingTradeBot/status/1321453809512624129,False,,0,,,,,,,,[],,,,
1321092022799917063,1321092022799917063,2020-10-27 10:10:57 EDT,2020-10-27,10:10:57,-0500,2422703600,swingtradebot,SwingTradeBot,,New 52 Week Low today: $BPT $BVXV $BIIB $TK $CORR $NOG $HPR $GEO $BXRX $GBIL $GLBS $GEN $CATB $ACACU $BQ $BUR $CVI $CXW $DEH ...  https://t.co/0EM4q8YtyQ,en,[],['https://swingtradebot.com/alerts/26-new-52-week-low'],[],0,0,0,[],"['bpt', 'bvxv', 'biib', 'tk', 'corr', 'nog', 'hpr', 'geo', 'bxrx', 'gbil', 'glbs', 'gen', 'catb', 'acacu', 'bq', 'bur', 'cvi', 'cxw', 'deh']",https://twitter.com/SwingTradeBot/status/1321092022799917063,False,,0,,,,,,,,[],,,,
1321017212275200002,1321017212275200002,2020-10-27 05:13:41 EDT,2020-10-27,05:13:41,-0500,2782576734,valuetom84,Happy,,Burford: The California opinion strongly supports legal finance and confirms that its use presents no significant hurdles to the ethical practice of law. $BUR  https://t.co/FlbNDLc4En,en,[],['https://news.bloomberglaw.com/daily-labor-report/california-state-bar-opinion-on-litigation-funding-could-have-sway'],[],0,0,4,[],['bur'],https://twitter.com/ValueTom84/status/1321017212275200002,False,,0,,,,,,,,[],,,,
1320945042182213633,1320945042182213633,2020-10-27 00:26:54 EDT,2020-10-27,00:26:54,-0500,1287503035799703553,starcevic_alex,alex Starcevic,,Unusual Volume 10/26/20 $ADXS $AEF $AGT $ALRN $AP $APTO $ARLP $BAK $BBEU $BFOR $BFT $BIBL $BITA $BIVI $BJUL $BLES $BOTJ $BOUT $BRFS $BSA $BSCT $BSGM $BSJN $BSJR $BSTC $BUR $BVXV $BXRX $CARZ $CCC $CDC $CDOR $CET $CEW $CFBK $CHIS $CHIX $CHMG $CIZ $CLSN $CO $CODX $COW $COWZ $CRBN,en,[],[],[],0,0,0,[],"['adxs', 'aef', 'agt', 'alrn', 'ap', 'apto', 'arlp', 'bak', 'bbeu', 'bfor', 'bft', 'bibl', 'bita', 'bivi', 'bjul', 'bles', 'botj', 'bout', 'brfs', 'bsa', 'bsct', 'bsgm', 'bsjn', 'bsjr', 'bstc', 'bur', 'bvxv', 'bxrx', 'carz', 'ccc', 'cdc', 'cdor', 'cet', 'cew', 'cfbk', 'chis', 'chix', 'chmg', 'ciz', 'clsn', 'co', 'codx', 'cow', 'cowz', 'crbn']",https://twitter.com/starcevic_alex/status/1320945042182213633,False,,0,,,,,,,,[],,,,
1320749591843790848,1320749591843790848,2020-10-26 11:30:15 EDT,2020-10-26,11:30:15,-0500,1184025479084331008,mehabecapital,Jeremy,,"(Heavy Volumes at 10x normal) $BUR(Burford Capital Limited) trading at $9.43, change today = -3.18%  https://t.co/xmvO87dFTF",en,[],[],['https://pbs.twimg.com/media/ElQ-wVBXgAE2mmK.png'],0,0,0,[],['bur'],https://twitter.com/mehabecapital/status/1320749591843790848,False,,1,https://pbs.twimg.com/media/ElQ-wVBXgAE2mmK.png,,,,,,,[],,,,
1320343544171692033,1320343544171692033,2020-10-25 08:36:46 EDT,2020-10-25,08:36:46,-0500,1593785064,unfixed_income,unfixed_income,,"Kort söndags-case, lite stats men absolut bäst bild ges av bolaget själva, presentation i slutet av tråden.   Bolag: Burford Capital   Ticker: $BUR  Bransch: Litigation finance  MCAP: 1.5 B GBP  Lista: London AIM   1/",sv,[],[],[],3,0,26,[],['bur'],https://twitter.com/unfixed_income/status/1320343544171692033,False,,0,,,,,,,,[],,,,
1320279886121095173,1319956774858989570,2020-10-25 04:23:49 EDT,2020-10-25,04:23:49,-0500,367335714,javi_talavera,Javier González,,@Post_Market @MarkGutman9 $BUR 30% IRRs that are redeployed into 30% IRR investments. PE of 6. Price should follow sooner or later.,en,[],[],[],0,1,1,[],['bur'],https://twitter.com/javi_talavera/status/1320279886121095173,False,,0,,,,,,,,"[{'screen_name': 'Post_Market', 'name': 'Post M.', 'id': '702691564011843584'}, {'screen_name': 'MarkGutman9', 'name': 'Mark Gutman', 'id': '1106297295996362752'}]",,,,
1319994063198785537,1319956774858989570,2020-10-24 09:28:03 EDT,2020-10-24,09:28:03,-0500,761158722991325186,vanillahedging,Avida Dollars,,"@Post_Market @MarkGutman9 $BUR was a beautiful case of herd behaviour + false narratives, in Spain in particular. Lost some money there myself, luckily I cut my loses aggressively. Do you have any thoughts on the business at the current valuation?",en,[],[],[],0,0,0,[],['bur'],https://twitter.com/vanillahedging/status/1319994063198785537,False,,0,,,,,,,,"[{'screen_name': 'Post_Market', 'name': 'Post M.', 'id': '702691564011843584'}, {'screen_name': 'MarkGutman9', 'name': 'Mark Gutman', 'id': '1106297295996362752'}]",,,,
1319778760158302209,1319753967459598336,2020-10-23 19:12:31 EDT,2020-10-23,19:12:31,-0500,4018669575,uylenal,AlexU,,$BUR,und,[],[],[],0,0,0,[],['bur'],https://twitter.com/uylenal/status/1319778760158302209,False,,0,,,,,,,,[],,,,
1319730887387435008,1319730887387435008,2020-10-23 16:02:17 EDT,2020-10-23,16:02:17,-0500,1069693680066420736,flashalert_me,Flash Alert,,"$BUR [15s. delayed] filed form SC 13G on October 23, 16:01:25  https://t.co/A85Bo5dGXY",en,[],['https://s.flashalert.me/O8rXO'],[],0,0,0,[],['bur'],https://twitter.com/FlashAlert_me/status/1319730887387435008,False,,0,,,,,,,,[],,,,
